pathway_id	pathway_name	category
P621-PWY	nylon-6 oligomer degradation	Other-Degradation
P641-PWY	phenylmercury acetate degradation	Mercury-Detoxification
P661-PWY	dibenzo-p-dioxin degradation	AROMATIC-COMPOUNDS-DEGRADATION
P662-PWY	dibenzofuran degradation	AROMATIC-COMPOUNDS-DEGRADATION
PANTO-PWY	phosphopantothenate biosynthesis I	Cofactor-Biosynthesis
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	Cofactor-Biosynthesis
PARATHION-DEGRADATION-PWY	parathion degradation	AROMATIC-COMPOUNDS-DEGRADATION
PCEDEG-PWY	tetrachloroethene degradation	CHLORINATED-COMPOUNDS-DEG
PCPDEG-PWY	pentachlorophenol degradation	CHLORINATED-COMPOUNDS-DEG
PENTOSE-P-PWY	pentose phosphate pathway	Pentose-Phosphate-Cycle
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	Cell-Structure-Biosynthesis
PHENOLDEG-PWY	phenol degradation II (anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	Amino-Acid-Degradation
PHESYN	L-phenylalanine biosynthesis I	Amino-Acid-Biosynthesis
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (E. coli)	Lipid-Biosynthesis
PHOSLIPSYN2-PWY	superpathway of phospholipid biosynthesis II (plants)	Lipid-Biosynthesis
PHOSPHONOTASE-PWY	2-aminoethylphosphonate degradation I	Noncarbon-Nutrients
PHOTOALL-PWY	oxygenic photosynthesis	Photosynthesis
PLPSAL-PWY	pyridoxal 5'-phosphate salvage I	Cofactor-Biosynthesis
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	Polyamine-Biosynthesis
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	Polyamine-Biosynthesis
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	Polyprenyl-Biosynthesis
PPGPPMET-PWY	ppGpp metabolism	Metabolic-Regulators
PROPFERM-PWY	superpathway of L-alanine fermentation (Stickland reaction)	CARBOXYLATES-DEG
PROPFERM-PWY	superpathway of L-alanine fermentation (Stickland reaction)	Fermentation
PROPIONMET-PWY	propanoyl CoA degradation I	CARBOXYLATES-DEG
PROSYN-PWY	L-proline biosynthesis I (from L-glutamate)	Amino-Acid-Biosynthesis
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	AROMATIC-COMPOUNDS-DEGRADATION
PROUT-PWY	L-proline degradation I	Amino-Acid-Degradation
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	Others
PUTDEG-PWY	putrescine degradation I	AMINE-DEG
PWY-0	putrescine degradation III	AMINE-DEG
PWY-1	lathyrine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-1001	cellulose biosynthesis	Carbohydrates-Biosynthesis
PWY-1001	cellulose biosynthesis	Cell-Structure-Biosynthesis
PWY-101	photosynthesis light reactions	Photosynthesis
PWY-101	photosynthesis light reactions	Electron-Transfer
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)	HORMONE-DEG
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)	Inactivation
PWY-1042	glycolysis IV	GLYCOLYSIS-VARIANTS
PWY-1061	homogalacturonan biosynthesis	Carbohydrates-Biosynthesis
PWY-1061	homogalacturonan biosynthesis	Cell-Structure-Biosynthesis
PWY-1081	homogalacturonan degradation	Carbohydrates-Degradation
PWY-1081	homogalacturonan degradation	Glycan-Degradation
PWY-112	lupeol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-1121	suberin monomers biosynthesis	Cell-Structure-Biosynthesis
PWY-116	coniferin metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-116	coniferin metabolism	SECONDARY-METABOLITE-DEGRADATION
PWY-1164	carbon disulfide oxidation I (anaerobic)	Other-Degradation
PWY-1186	L-homomethionine biosynthesis	Amino-Acid-Biosynthesis
PWY-1187	glucosinolate biosynthesis from homomethionine	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-12	pentaketide chromone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-1263	taurine degradation I	Noncarbon-Nutrients
PWY-1264	taurine degradation II	Noncarbon-Nutrients
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	Carbohydrates-Biosynthesis
PWY-1281	sulfoacetaldehyde degradation I	Noncarbon-Nutrients
PWY-13	superpathway of tetrahydroxyxanthone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-1341	phenylacetate degradation II (anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-1361	benzoyl-CoA degradation I (aerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-1381	fluorene degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-142	m-xylene degradation (anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-1422	vitamin E biosynthesis (tocopherols)	Cofactor-Biosynthesis
PWY-1501	mandelate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-1541	superpathway of taurine degradation	Noncarbon-Nutrients
PWY-1581	plastoquinol-9 biosynthesis I	Cofactor-Biosynthesis
PWY-1622	formaldehyde assimilation I (serine pathway)	C1-COMPOUNDS
PWY-1641	methane oxidation to methanol I	C1-COMPOUNDS
PWY-1701	methanol and methylamine oxidation to formaldehyde	C1-COMPOUNDS
PWY-1722	formate assimilation into 5,10-methylenetetrahydrofolate	C1-COMPOUNDS
PWY-1723	formaldehyde oxidation VI (H4MPT pathway)	C1-COMPOUNDS
PWY-1741	indole-3-acetate inactivation IX	Inactivation
PWY-1781	&beta;-alanine degradation II	Amino-Acid-Degradation
PWY-1782	superpathway of indole-3-acetate conjugate biosynthesis	Inactivation
PWY-1801	formaldehyde oxidation II (glutathione-dependent)	C1-COMPOUNDS
PWY-181	photorespiration I	Amino-Acid-Biosynthesis
PWY-181	photorespiration I	Photosynthesis
PWY-1822	indole-3-acetate activation I	Activation
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	C1-COMPOUNDS
PWY-1881	formate oxidation to CO2	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-1881	formate oxidation to CO2	C1-COMPOUNDS
PWY-1882	superpathway of C1 compounds oxidation to CO2	C1-COMPOUNDS
PWY-1901	aurone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-1921	indole-3-acetate activation II	Activation
PWY-1961	indole-3-acetate inactivation I	Inactivation
PWY-1962	indole-3-acetate inactivation II	Inactivation
PWY-1981	indole-3-acetate inactivation III	Inactivation
PWY-2	putrescine degradation IV	AMINE-DEG
PWY-2002	isoflavonoid biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2021	indole-3-acetate inactivation IV	Inactivation
PWY-2055	superpathway of pterocarpan biosynthesis (via daidzein)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2083	isoflavonoid biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2161	folate polyglutamylation	Cofactor-Biosynthesis
PWY-2161B	glutamate removal from folates	Cofactor-Biosynthesis
PWY-2181	free phenylpropanoid acid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2201	folate transformations I	Cofactor-Biosynthesis
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	Entner-Duodoroff-Pathways
PWY-2229	superpathway of pterocarpan biosynthesis (via formononetin)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2242	ammonia oxidation III	Noncarbon-Nutrients
PWY-2261	ascorbate glutathione cycle	REACTIVE-OXYGEN-SPECIES-DEGRADATION
PWY-2301	myo-inositol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2321	formononetin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2343	daidzein conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2343	daidzein conjugates interconversion	Interconversion
PWY-2345	genistein conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2345	genistein conjugates interconversion	Interconversion
PWY-2361	3-oxoadipate degradation	CARBOXYLATES-DEG
PWY-2381	4-nitrobenzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	Photosynthesis
PWY-2421	indole-3-acetate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2463	(-)-medicarpin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2464	(-)-maackiain biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2467	(+)-pisatin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2501	fatty acid &alpha;-oxidation I (plants)	Fatty-Acid-and-Lipid-Degradation
PWY-2503	benzoate degradation I (aerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2504	superpathway of aromatic compound degradation via 3-oxoadipate	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2541	phytosterol biosynthesis (plants)	Lipid-Biosynthesis
PWY-2541	phytosterol biosynthesis (plants)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2561	medicarpin conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2561	medicarpin conjugates interconversion	Interconversion
PWY-2582	brassinolide biosynthesis II	Lipid-Biosynthesis
PWY-2601	isethionate degradation	Noncarbon-Nutrients
PWY-2622	trehalose biosynthesis IV	Carbohydrates-Biosynthesis
PWY-2661	trehalose biosynthesis V	Carbohydrates-Biosynthesis
PWY-2681	trans-zeatin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2701	maackiain conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2701	maackiain conjugates interconversion	Interconversion
PWY-2721	trehalose degradation III	Carbohydrates-Degradation
PWY-2722	trehalose degradation IV	Carbohydrates-Degradation
PWY-2723	trehalose degradation V	Carbohydrates-Degradation
PWY-2724	alkane oxidation	Fatty-Acid-and-Lipid-Degradation
PWY-2761	(-)-glycinol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2762	glyceollin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2781	cis-zeatin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-282	cuticular wax biosynthesis	Lipid-Biosynthesis
PWY-282	cuticular wax biosynthesis	Cell-Structure-Biosynthesis
PWY-2821	glucosinolate biosynthesis from phenylalanine	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-283	benzoate degradation II (aerobic and anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2841	cytokinins degradation	HORMONE-DEG
PWY-2861	biochanin A conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2861	biochanin A conjugates interconversion	Interconversion
PWY-2881	cytokinins 7-N-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2881	cytokinins 7-N-glucoside biosynthesis	Other-biosynthesis
PWY-2901	cytokinins 9-N-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2901	cytokinins 9-N-glucoside biosynthesis	Other-biosynthesis
PWY-2902	cytokinin-O-glucosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2902	cytokinin-O-glucosides biosynthesis	Other-biosynthesis
PWY-2904	formononetin conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2904	formononetin conjugates interconversion	Interconversion
PWY-2921	capsidiol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2941	L-lysine biosynthesis II	Amino-Acid-Biosynthesis
PWY-2942	L-lysine biosynthesis III	Amino-Acid-Biosynthesis
PWY-2961	sesquiterpenoid phytoalexins biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2981	diterpene phytoalexins precursors biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3	putrescine degradation V	AMINE-DEG
PWY-3001	superpathway of L-isoleucine biosynthesis I	Amino-Acid-Biosynthesis
PWY-301	cyclohexane-1-carboxylate degradation (anaerobic)	CARBOXYLATES-DEG
PWY-3022	linamarin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3041	monoterpene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3042	phaseollin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3061	menthol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3081	L-lysine biosynthesis V	Amino-Acid-Biosynthesis
PWY-3097	superpathway of isoflavonoids (via naringenin)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-31	L-canavanine degradation I	SECONDARY-METABOLITE-DEGRADATION
PWY-3101	flavonol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3121	linamarin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-3161	indole-3-acetate biosynthesis III (bacteria)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3162	L-tryptophan degradation V (side chain pathway)	Amino-Acid-Degradation
PWY-3181	L-tryptophan degradation VI (via tryptamine)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3181	L-tryptophan degradation VI (via tryptamine)	Amino-Acid-Degradation
PWY-321	cutin biosynthesis	Lipid-Biosynthesis
PWY-321	cutin biosynthesis	Cell-Structure-Biosynthesis
PWY-3261	UDP-&beta;-L-rhamnose biosynthesis	Carbohydrates-Biosynthesis
PWY-3282	superpathway of ammonia assimilation (plants)	Noncarbon-Nutrients
PWY-3301	sinapate ester biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3341	L-proline biosynthesis III (from L-ornithine)	Amino-Acid-Biosynthesis
PWY-3385	choline biosynthesis I	Polyamine-Biosynthesis
PWY-3461	L-tyrosine biosynthesis II	Amino-Acid-Biosynthesis
PWY-3462	L-phenylalanine biosynthesis II	Amino-Acid-Biosynthesis
PWY-3481	superpathway of L-phenylalanine and L-tyrosine biosynthesis	Amino-Acid-Biosynthesis
PWY-3502	superpathway of NAD biosynthesis in eukaryotes	Cofactor-Biosynthesis
PWY-3542	choline biosynthesis II	Polyamine-Biosynthesis
PWY-3561	choline biosynthesis III	Polyamine-Biosynthesis
PWY-3581	(S)-reticuline biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3602	L-carnitine degradation III	AMINE-DEG
PWY-361	phenylpropanoid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-361	phenylpropanoid biosynthesis	Cell-Structure-Biosynthesis
PWY-3621	&gamma;-butyrobetaine degradation II	AMINE-DEG
PWY-3641	L-carnitine degradation II	AMINE-DEG
PWY-3661	glycine betaine degradation I	AMINE-DEG
PWY-3661-1	glycine betaine degradation II (mammalian)	AMINE-DEG
PWY-3721	choline degradation II	AMINE-DEG
PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	Polyamine-Biosynthesis
PWY-3781	aerobic respiration I (cytochrome c)	Respiration
PWY-3781	aerobic respiration I (cytochrome c)	Electron-Transfer
PWY-3801	sucrose degradation II (sucrose synthase)	Carbohydrates-Degradation
PWY-381	nitrate reduction II (assimilatory)	Noncarbon-Nutrients
PWY-3821	D-galactose detoxification	Others
PWY-3841	folate transformations II (plants)	Cofactor-Biosynthesis
PWY-3861	mannitol degradation II	Carbohydrates-Degradation
PWY-3861	mannitol degradation II	SECONDARY-METABOLITE-DEGRADATION
PWY-3881	mannitol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3901	berberine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-3941	&beta;-alanine biosynthesis II	Amino-Acid-Biosynthesis
PWY-3961	phosphopantothenate biosynthesis II	Cofactor-Biosynthesis
PWY-3981	&beta;-alanine biosynthesis I	Amino-Acid-Biosynthesis
PWY-3982	uracil degradation I (reductive)	Amino-Acid-Biosynthesis
PWY-3982	uracil degradation I (reductive)	NUCLEO-DEG
PWY-4	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	Carbohydrates-Biosynthesis
PWY-40	putrescine biosynthesis I	Polyamine-Biosynthesis
PWY-4002	L-asparagine degradation II	Amino-Acid-Degradation
PWY-401	galactolipid biosynthesis I	Lipid-Biosynthesis
PWY-4021	&beta;-alanine betaine biosynthesis	Polyamine-Biosynthesis
PWY-4021	&beta;-alanine betaine biosynthesis	Amino-Acid-Degradation
PWY-4041	&gamma;-glutamyl cycle	Cofactor-Biosynthesis
PWY-4061	glutathione-mediated detoxification I	Other-Degradation
PWY-4081	glutathione-peroxide redox reactions	Cofactor-Biosynthesis
PWY-4101	D-sorbitol degradation I	SECONDARY-METABOLITE-DEGRADATION
PWY-4121	glutathionylspermidine biosynthesis	Cofactor-Biosynthesis
PWY-4121	glutathionylspermidine biosynthesis	Polyamine-Biosynthesis
PWY-4161	superpathway of benzoxazinoid glucosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4181	glutathione amide metabolism	Cofactor-Biosynthesis
PWY-4201	volatile cinnamoic ester biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4202	arsenic detoxification (mammals)	Arsenic-Detoxification
PWY-4203	volatile benzenoid biosynthesis I (ester formation)	AROMATIC-COMPOUNDS-BIOSYN
PWY-4221	superpathway of coenzyme A biosynthesis II (plants)	Cofactor-Biosynthesis
PWY-4261	glycerol degradation I	Fatty-Acid-and-Lipid-Degradation
PWY-4261	glycerol degradation I	Alcohol-Degradation
PWY-4281	L-proline biosynthesis IV	Amino-Acid-Biosynthesis
PWY-43	putrescine biosynthesis II	Polyamine-Biosynthesis
PWY-4302	aerobic respiration III (alternative oxidase pathway)	Respiration
PWY-4302	aerobic respiration III (alternative oxidase pathway)	Electron-Transfer
PWY-4341	L-glutamate biosynthesis V	Amino-Acid-Biosynthesis
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	NUCLEO-DEG
PWY-4381	fatty acid biosynthesis initiation (type II)	Lipid-Biosynthesis
PWY-4421	curcumin glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4421	curcumin glucoside biosynthesis	Other-biosynthesis
PWY-4441	DIMBOA-glucoside activation	Activation
PWY-4502	wighteone and luteone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4521	arsenite to oxygen electron transfer	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-4521	arsenite to oxygen electron transfer	Respiration
PWY-4521	arsenite to oxygen electron transfer	Electron-Transfer
PWY-4521	arsenite to oxygen electron transfer	Arsenic-Detoxification
PWY-46	putrescine biosynthesis III	Polyamine-Biosynthesis
PWY-4601	arsenate reduction (respiratory)	Respiration
PWY-4621	arsenic detoxification (yeast)	Arsenic-Detoxification
PWY-4661	1D-myo-inositol hexakisphosphate biosynthesis III (Spirodela polyrrhiza)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4681	kievitone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4702	phytate degradation I	SECONDARY-METABOLITE-DEGRADATION
PWY-4722	creatinine degradation II	AMINE-DEG
PWY-4741	creatinine degradation III	AMINE-DEG
PWY-4762	superpathway of choline biosynthesis	Lipid-Biosynthesis
PWY-4781	phytate degradation II	SECONDARY-METABOLITE-DEGRADATION
PWY-4801	aloesone biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-481	ethylbenzene degradation (anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-4821	UDP-&alpha;-D-xylose biosynthesis	Carbohydrates-Biosynthesis
PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from myo-inositol)	SECONDARY-METABOLITE-DEGRADATION
PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from myo-inositol)	Carbohydrates-Biosynthesis
PWY-4861	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	Carbohydrates-Biosynthesis
PWY-4921	protein citrullination	Amino-Acid-Biosynthesis
PWY-4922	6-methoxymellein biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4942	sterculate biosynthesis	Lipid-Biosynthesis
PWY-4961	&beta;-pyrazole-1-ylalanine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4981	L-proline biosynthesis II (from arginine)	Amino-Acid-Biosynthesis
PWY-4983	nitric oxide biosynthesis II (mammals)	Metabolic-Regulators
PWY-4984	urea cycle	Noncarbon-Nutrients
PWY-4985	mimosine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5	canavanine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5001	tetrahydroxyxanthone biosynthesis (from benzoate)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5002	tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5004	superpathway of L-citrulline metabolism	Amino-Acid-Biosynthesis
PWY-5005	biotin biosynthesis II	Cofactor-Biosynthesis
PWY-5021	willardiine and isowillardiine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5022	4-aminobutanoate degradation V	AMINE-DEG
PWY-5022	4-aminobutanoate degradation V	Fermentation
PWY-5024	L-arginine degradation XI	Amino-Acid-Degradation
PWY-5025	indole-3-acetate biosynthesis IV (bacteria)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5026	indole-3-acetate biosynthesis V (bacteria and fungi)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5027	phylloquinol biosynthesis	Cofactor-Biosynthesis
PWY-5028	L-histidine degradation II	Amino-Acid-Degradation
PWY-5029	3-(imidazol-5-yl)lactate salvage	Amino-Acid-Biosynthesis
PWY-5030	L-histidine degradation III	Amino-Acid-Degradation
PWY-5031	L-histidine degradation V	Amino-Acid-Degradation
PWY-5032	ent-kaurene biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5033	nicotinate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5034	gibberellin A12 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5036	gibberellin biosynthesis II (early C-3 hydroxylation)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5037	caffeine biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5038	caffeine biosynthesis II (via paraxanthine)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5039	theobromine biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5040	theobromine biosynthesis II (via xanthine)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5041	S-adenosyl-L-methionine salvage II	Cofactor-Biosynthesis
PWY-5044	purine nucleotides degradation I (plants)	NUCLEO-DEG
PWY-5045	pinosylvin metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	Respiration
PWY-5047	gibberellin biosynthesis IV (Gibberella fujikuroi)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5048	rosmarinic acid biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5049	rosmarinic acid biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5052	superpathway of gibberellin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5053	superpathway of gibberellin GA12 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5054	D-sorbitol biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5055	nicotinate degradation III	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5057	L-valine degradation II	Amino-Acid-Degradation
PWY-5059	pinobanksin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5060	luteolin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5061	6,7,4'-trihydroxyisoflavone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5062	superpathway of nicotinate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5063	phytyl diphosphate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5064	chlorophyll a biosynthesis II	Tetrapyrrole-Biosynthesis
PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)	Carbohydrates-Biosynthesis
PWY-5068	chlorophyll cycle	Tetrapyrrole-Biosynthesis
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5071	superpathway of rosmarinic acid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5074	mevalonate degradation	CARBOXYLATES-DEG
PWY-5075	L-leucine degradation II	Amino-Acid-Degradation
PWY-5076	L-leucine degradation III	Amino-Acid-Degradation
