pathway_id	pathway_name	category
PHESYN	L-phenylalanine biosynthesis I	Biosynthesis
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (E. coli)	Super-Pathways
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (E. coli)	Biosynthesis
PHOSLIPSYN2-PWY	superpathway of phospholipid biosynthesis II (plants)	Super-Pathways
PHOSLIPSYN2-PWY	superpathway of phospholipid biosynthesis II (plants)	Biosynthesis
PHOSPHONOTASE-PWY	2-aminoethylphosphonate degradation I	Degradation
PHOTOALL-PWY	oxygenic photosynthesis	Super-Pathways
PHOTOALL-PWY	oxygenic photosynthesis	Energy-Metabolism
PLPSAL-PWY	pyridoxal 5'-phosphate salvage I	Biosynthesis
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	Super-Pathways
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	Biosynthesis
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	Super-Pathways
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	Biosynthesis
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	Super-Pathways
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	Biosynthesis
PPGPPMET-PWY	ppGpp metabolism	Biosynthesis
PROPFERM-PWY	superpathway of L-alanine fermentation (Stickland reaction)	Degradation
PROPFERM-PWY	superpathway of L-alanine fermentation (Stickland reaction)	Super-Pathways
PROPFERM-PWY	superpathway of L-alanine fermentation (Stickland reaction)	Energy-Metabolism
PROPIONMET-PWY	propanoyl CoA degradation I	Degradation
PROSYN-PWY	L-proline biosynthesis I (from L-glutamate)	Biosynthesis
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	Degradation
PROUT-PWY	L-proline degradation I	Degradation
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	Super-Pathways
PUTDEG-PWY	putrescine degradation I	Degradation
PWY-0	putrescine degradation III	Degradation
PWY-1	lathyrine biosynthesis	Biosynthesis
PWY-1001	cellulose biosynthesis	Biosynthesis
PWY-101	photosynthesis light reactions	Energy-Metabolism
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)	Metabolic-Clusters
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)	Degradation
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)	Activation-Inactivation-Interconversion
PWY-1042	glycolysis IV	Energy-Metabolism
PWY-1061	homogalacturonan biosynthesis	Biosynthesis
PWY-1081	homogalacturonan degradation	Glycan-Pathways
PWY-1081	homogalacturonan degradation	Degradation
PWY-112	lupeol biosynthesis	Biosynthesis
PWY-1121	suberin monomers biosynthesis	Metabolic-Clusters
PWY-1121	suberin monomers biosynthesis	Biosynthesis
PWY-116	coniferin metabolism	Degradation
PWY-116	coniferin metabolism	Biosynthesis
PWY-1164	carbon disulfide oxidation I (anaerobic)	Degradation
PWY-1186	L-homomethionine biosynthesis	Biosynthesis
PWY-1187	glucosinolate biosynthesis from homomethionine	Biosynthesis
PWY-12	pentaketide chromone biosynthesis	Biosynthesis
PWY-1263	taurine degradation I	Degradation
PWY-1264	taurine degradation II	Degradation
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	Biosynthesis
PWY-1281	sulfoacetaldehyde degradation I	Degradation
PWY-13	superpathway of tetrahydroxyxanthone biosynthesis	Super-Pathways
PWY-13	superpathway of tetrahydroxyxanthone biosynthesis	Biosynthesis
PWY-1341	phenylacetate degradation II (anaerobic)	Degradation
PWY-1361	benzoyl-CoA degradation I (aerobic)	Degradation
PWY-1381	fluorene degradation II	Degradation
PWY-142	m-xylene degradation (anaerobic)	Degradation
PWY-1422	vitamin E biosynthesis (tocopherols)	Biosynthesis
PWY-1501	mandelate degradation I	Degradation
PWY-1541	superpathway of taurine degradation	Degradation
PWY-1541	superpathway of taurine degradation	Super-Pathways
PWY-1581	plastoquinol-9 biosynthesis I	Biosynthesis
PWY-1622	formaldehyde assimilation I (serine pathway)	Degradation
PWY-1641	methane oxidation to methanol I	Degradation
PWY-1701	methanol and methylamine oxidation to formaldehyde	Degradation
PWY-1701	methanol and methylamine oxidation to formaldehyde	Super-Pathways
PWY-1722	formate assimilation into 5,10-methylenetetrahydrofolate	Degradation
PWY-1723	formaldehyde oxidation VI (H4MPT pathway)	Degradation
PWY-1741	indole-3-acetate inactivation IX	Activation-Inactivation-Interconversion
PWY-1781	&beta;-alanine degradation II	Degradation
PWY-1782	superpathway of indole-3-acetate conjugate biosynthesis	Super-Pathways
PWY-1782	superpathway of indole-3-acetate conjugate biosynthesis	Activation-Inactivation-Interconversion
PWY-1801	formaldehyde oxidation II (glutathione-dependent)	Degradation
PWY-181	photorespiration I	Biosynthesis
PWY-181	photorespiration I	Energy-Metabolism
PWY-1822	indole-3-acetate activation I	Activation-Inactivation-Interconversion
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	Degradation
PWY-1881	formate oxidation to CO2	Degradation
PWY-1881	formate oxidation to CO2	Energy-Metabolism
PWY-1882	superpathway of C1 compounds oxidation to CO2	Degradation
PWY-1882	superpathway of C1 compounds oxidation to CO2	Super-Pathways
PWY-1901	aurone biosynthesis	Biosynthesis
PWY-1921	indole-3-acetate activation II	Activation-Inactivation-Interconversion
PWY-1961	indole-3-acetate inactivation I	Activation-Inactivation-Interconversion
PWY-1962	indole-3-acetate inactivation II	Activation-Inactivation-Interconversion
PWY-1981	indole-3-acetate inactivation III	Activation-Inactivation-Interconversion
PWY-2	putrescine degradation IV	Degradation
PWY-2002	isoflavonoid biosynthesis I	Biosynthesis
PWY-2021	indole-3-acetate inactivation IV	Activation-Inactivation-Interconversion
PWY-2055	superpathway of pterocarpan biosynthesis (via daidzein)	Super-Pathways
PWY-2055	superpathway of pterocarpan biosynthesis (via daidzein)	Biosynthesis
PWY-2083	isoflavonoid biosynthesis II	Biosynthesis
PWY-2161	folate polyglutamylation	Biosynthesis
PWY-2161B	glutamate removal from folates	Biosynthesis
PWY-2181	free phenylpropanoid acid biosynthesis	Biosynthesis
PWY-2201	folate transformations I	Biosynthesis
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	Energy-Metabolism
PWY-2229	superpathway of pterocarpan biosynthesis (via formononetin)	Super-Pathways
PWY-2229	superpathway of pterocarpan biosynthesis (via formononetin)	Biosynthesis
PWY-2242	ammonia oxidation III	Degradation
PWY-2261	ascorbate glutathione cycle	Detoxification
PWY-2301	myo-inositol biosynthesis	Biosynthesis
PWY-2321	formononetin biosynthesis	Biosynthesis
PWY-2343	daidzein conjugates interconversion	Biosynthesis
PWY-2343	daidzein conjugates interconversion	Activation-Inactivation-Interconversion
PWY-2345	genistein conjugates interconversion	Biosynthesis
PWY-2345	genistein conjugates interconversion	Activation-Inactivation-Interconversion
PWY-2361	3-oxoadipate degradation	Degradation
PWY-2381	4-nitrobenzoate degradation	Degradation
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	Energy-Metabolism
PWY-2421	indole-3-acetate degradation I	Degradation
PWY-2463	(-)-medicarpin biosynthesis	Biosynthesis
PWY-2464	(-)-maackiain biosynthesis	Biosynthesis
PWY-2467	(+)-pisatin biosynthesis	Biosynthesis
PWY-2501	fatty acid &alpha;-oxidation I (plants)	Degradation
PWY-2503	benzoate degradation I (aerobic)	Degradation
PWY-2504	superpathway of aromatic compound degradation via 3-oxoadipate	Degradation
PWY-2504	superpathway of aromatic compound degradation via 3-oxoadipate	Super-Pathways
PWY-2541	phytosterol biosynthesis (plants)	Biosynthesis
PWY-2561	medicarpin conjugates interconversion	Biosynthesis
PWY-2561	medicarpin conjugates interconversion	Activation-Inactivation-Interconversion
PWY-2582	brassinolide biosynthesis II	Biosynthesis
PWY-2601	isethionate degradation	Degradation
PWY-2622	trehalose biosynthesis IV	Biosynthesis
PWY-2661	trehalose biosynthesis V	Biosynthesis
PWY-2681	trans-zeatin biosynthesis	Biosynthesis
PWY-2701	maackiain conjugates interconversion	Biosynthesis
PWY-2701	maackiain conjugates interconversion	Activation-Inactivation-Interconversion
PWY-2721	trehalose degradation III	Degradation
PWY-2722	trehalose degradation IV	Degradation
PWY-2723	trehalose degradation V	Degradation
PWY-2724	alkane oxidation	Degradation
PWY-2761	(-)-glycinol biosynthesis	Biosynthesis
PWY-2762	glyceollin biosynthesis	Biosynthesis
PWY-2781	cis-zeatin biosynthesis	Biosynthesis
PWY-282	cuticular wax biosynthesis	Biosynthesis
PWY-2821	glucosinolate biosynthesis from phenylalanine	Biosynthesis
PWY-283	benzoate degradation II (aerobic and anaerobic)	Degradation
PWY-2841	cytokinins degradation	Metabolic-Clusters
PWY-2841	cytokinins degradation	Degradation
PWY-2861	biochanin A conjugates interconversion	Biosynthesis
PWY-2861	biochanin A conjugates interconversion	Activation-Inactivation-Interconversion
PWY-2881	cytokinins 7-N-glucoside biosynthesis	Metabolic-Clusters
PWY-2881	cytokinins 7-N-glucoside biosynthesis	Biosynthesis
PWY-2901	cytokinins 9-N-glucoside biosynthesis	Metabolic-Clusters
PWY-2901	cytokinins 9-N-glucoside biosynthesis	Biosynthesis
PWY-2902	cytokinin-O-glucosides biosynthesis	Metabolic-Clusters
PWY-2902	cytokinin-O-glucosides biosynthesis	Biosynthesis
PWY-2904	formononetin conjugates interconversion	Biosynthesis
PWY-2904	formononetin conjugates interconversion	Activation-Inactivation-Interconversion
PWY-2921	capsidiol biosynthesis	Biosynthesis
PWY-2941	L-lysine biosynthesis II	Biosynthesis
PWY-2942	L-lysine biosynthesis III	Biosynthesis
PWY-2961	sesquiterpenoid phytoalexins biosynthesis	Biosynthesis
PWY-2981	diterpene phytoalexins precursors biosynthesis	Biosynthesis
PWY-3	putrescine degradation V	Degradation
PWY-3001	superpathway of L-isoleucine biosynthesis I	Super-Pathways
PWY-3001	superpathway of L-isoleucine biosynthesis I	Biosynthesis
PWY-301	cyclohexane-1-carboxylate degradation (anaerobic)	Degradation
PWY-3022	linamarin biosynthesis	Biosynthesis
PWY-3041	monoterpene biosynthesis	Biosynthesis
PWY-3041	monoterpene biosynthesis	Energy-Metabolism
PWY-3042	phaseollin biosynthesis	Biosynthesis
PWY-3061	menthol biosynthesis	Biosynthesis
PWY-3081	L-lysine biosynthesis V	Biosynthesis
PWY-3097	superpathway of isoflavonoids (via naringenin)	Super-Pathways
PWY-3097	superpathway of isoflavonoids (via naringenin)	Biosynthesis
PWY-31	L-canavanine degradation I	Degradation
PWY-3101	flavonol biosynthesis	Biosynthesis
PWY-3121	linamarin degradation	Degradation
PWY-3161	indole-3-acetate biosynthesis III (bacteria)	Biosynthesis
PWY-3162	L-tryptophan degradation V (side chain pathway)	Degradation
PWY-3181	L-tryptophan degradation VI (via tryptamine)	Degradation
PWY-3181	L-tryptophan degradation VI (via tryptamine)	Biosynthesis
PWY-321	cutin biosynthesis	Biosynthesis
PWY-3261	UDP-&beta;-L-rhamnose biosynthesis	Biosynthesis
PWY-3282	superpathway of ammonia assimilation (plants)	Degradation
PWY-3282	superpathway of ammonia assimilation (plants)	Super-Pathways
PWY-3301	sinapate ester biosynthesis	Biosynthesis
PWY-3341	L-proline biosynthesis III (from L-ornithine)	Biosynthesis
PWY-3385	choline biosynthesis I	Biosynthesis
PWY-3461	L-tyrosine biosynthesis II	Biosynthesis
PWY-3462	L-phenylalanine biosynthesis II	Biosynthesis
PWY-3481	superpathway of L-phenylalanine and L-tyrosine biosynthesis	Super-Pathways
PWY-3481	superpathway of L-phenylalanine and L-tyrosine biosynthesis	Biosynthesis
PWY-3502	superpathway of NAD biosynthesis in eukaryotes	Super-Pathways
PWY-3502	superpathway of NAD biosynthesis in eukaryotes	Biosynthesis
PWY-3542	choline biosynthesis II	Biosynthesis
PWY-3561	choline biosynthesis III	Biosynthesis
PWY-3581	(S)-reticuline biosynthesis I	Biosynthesis
PWY-3602	L-carnitine degradation III	Degradation
PWY-361	phenylpropanoid biosynthesis	Biosynthesis
PWY-3621	&gamma;-butyrobetaine degradation II	Degradation
PWY-3641	L-carnitine degradation II	Degradation
PWY-3661	glycine betaine degradation I	Degradation
PWY-3661-1	glycine betaine degradation II (mammalian)	Degradation
PWY-3721	choline degradation II	Degradation
PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	Biosynthesis
PWY-3781	aerobic respiration I (cytochrome c)	Energy-Metabolism
PWY-3801	sucrose degradation II (sucrose synthase)	Degradation
PWY-381	nitrate reduction II (assimilatory)	Degradation
PWY-3821	D-galactose detoxification	Detoxification
PWY-3841	folate transformations II (plants)	Biosynthesis
PWY-3861	mannitol degradation II	Degradation
PWY-3881	mannitol biosynthesis	Biosynthesis
PWY-3901	berberine biosynthesis	Biosynthesis
PWY-3941	&beta;-alanine biosynthesis II	Biosynthesis
PWY-3961	phosphopantothenate biosynthesis II	Biosynthesis
PWY-3981	&beta;-alanine biosynthesis I	Biosynthesis
PWY-3982	uracil degradation I (reductive)	Degradation
PWY-3982	uracil degradation I (reductive)	Biosynthesis
PWY-4	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	Biosynthesis
PWY-40	putrescine biosynthesis I	Biosynthesis
PWY-4002	L-asparagine degradation II	Degradation
PWY-401	galactolipid biosynthesis I	Biosynthesis
PWY-4021	&beta;-alanine betaine biosynthesis	Degradation
PWY-4021	&beta;-alanine betaine biosynthesis	Biosynthesis
PWY-4041	&gamma;-glutamyl cycle	Super-Pathways
PWY-4041	&gamma;-glutamyl cycle	Biosynthesis
PWY-4061	glutathione-mediated detoxification I	Degradation
PWY-4061	glutathione-mediated detoxification I	Detoxification
PWY-4081	glutathione-peroxide redox reactions	Biosynthesis
PWY-4101	D-sorbitol degradation I	Degradation
PWY-4121	glutathionylspermidine biosynthesis	Biosynthesis
PWY-4161	superpathway of benzoxazinoid glucosides biosynthesis	Super-Pathways
PWY-4161	superpathway of benzoxazinoid glucosides biosynthesis	Biosynthesis
PWY-4181	glutathione amide metabolism	Biosynthesis
PWY-4201	volatile cinnamoic ester biosynthesis	Metabolic-Clusters
PWY-4201	volatile cinnamoic ester biosynthesis	Biosynthesis
PWY-4202	arsenic detoxification (mammals)	Detoxification
PWY-4203	volatile benzenoid biosynthesis I (ester formation)	Metabolic-Clusters
PWY-4203	volatile benzenoid biosynthesis I (ester formation)	Biosynthesis
PWY-4221	superpathway of coenzyme A biosynthesis II (plants)	Super-Pathways
PWY-4221	superpathway of coenzyme A biosynthesis II (plants)	Biosynthesis
PWY-4261	glycerol degradation I	Degradation
PWY-4281	L-proline biosynthesis IV	Biosynthesis
PWY-43	putrescine biosynthesis II	Biosynthesis
PWY-4302	aerobic respiration III (alternative oxidase pathway)	Energy-Metabolism
PWY-4341	L-glutamate biosynthesis V	Biosynthesis
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	Degradation
PWY-4381	fatty acid biosynthesis initiation (type II)	Biosynthesis
PWY-4421	curcumin glucoside biosynthesis	Biosynthesis
PWY-4441	DIMBOA-glucoside activation	Activation-Inactivation-Interconversion
PWY-4502	wighteone and luteone biosynthesis	Biosynthesis
PWY-4521	arsenite to oxygen electron transfer	Energy-Metabolism
PWY-4521	arsenite to oxygen electron transfer	Detoxification
PWY-46	putrescine biosynthesis III	Biosynthesis
PWY-4601	arsenate reduction (respiratory)	Energy-Metabolism
PWY-4621	arsenic detoxification (yeast)	Detoxification
PWY-4661	1D-myo-inositol hexakisphosphate biosynthesis III (Spirodela polyrrhiza)	Biosynthesis
PWY-4681	kievitone biosynthesis	Biosynthesis
PWY-4702	phytate degradation I	Degradation
PWY-4722	creatinine degradation II	Degradation
PWY-4741	creatinine degradation III	Degradation
PWY-4762	superpathway of choline biosynthesis	Super-Pathways
PWY-4762	superpathway of choline biosynthesis	Biosynthesis
PWY-4781	phytate degradation II	Degradation
PWY-4801	aloesone biosynthesis I	Biosynthesis
PWY-481	ethylbenzene degradation (anaerobic)	Degradation
PWY-4821	UDP-&alpha;-D-xylose biosynthesis	Super-Pathways
PWY-4821	UDP-&alpha;-D-xylose biosynthesis	Biosynthesis
PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from myo-inositol)	Degradation
PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from myo-inositol)	Biosynthesis
PWY-4861	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	Biosynthesis
PWY-4921	protein citrullination	Biosynthesis
PWY-4922	6-methoxymellein biosynthesis	Biosynthesis
PWY-4942	sterculate biosynthesis	Biosynthesis
PWY-4961	&beta;-pyrazole-1-ylalanine biosynthesis	Biosynthesis
PWY-4981	L-proline biosynthesis II (from arginine)	Biosynthesis
PWY-4983	nitric oxide biosynthesis II (mammals)	Biosynthesis
PWY-4984	urea cycle	Degradation
PWY-4985	mimosine biosynthesis	Biosynthesis
PWY-5	canavanine biosynthesis	Biosynthesis
PWY-5001	tetrahydroxyxanthone biosynthesis (from benzoate)	Biosynthesis
PWY-5002	tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)	Biosynthesis
PWY-5004	superpathway of L-citrulline metabolism	Super-Pathways
PWY-5004	superpathway of L-citrulline metabolism	Biosynthesis
PWY-5005	biotin biosynthesis II	Super-Pathways
PWY-5005	biotin biosynthesis II	Biosynthesis
PWY-5021	willardiine and isowillardiine biosynthesis	Biosynthesis
PWY-5022	4-aminobutanoate degradation V	Degradation
PWY-5022	4-aminobutanoate degradation V	Energy-Metabolism
PWY-5024	L-arginine degradation XI	Degradation
PWY-5025	indole-3-acetate biosynthesis IV (bacteria)	Biosynthesis
PWY-5026	indole-3-acetate biosynthesis V (bacteria and fungi)	Biosynthesis
PWY-5027	phylloquinol biosynthesis	Biosynthesis
PWY-5028	L-histidine degradation II	Degradation
PWY-5029	3-(imidazol-5-yl)lactate salvage	Biosynthesis
PWY-5030	L-histidine degradation III	Degradation
PWY-5031	L-histidine degradation V	Degradation
PWY-5032	ent-kaurene biosynthesis I	Biosynthesis
PWY-5033	nicotinate degradation II	Degradation
PWY-5034	gibberellin A12 biosynthesis	Biosynthesis
PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	Biosynthesis
PWY-5036	gibberellin biosynthesis II (early C-3 hydroxylation)	Biosynthesis
PWY-5037	caffeine biosynthesis I	Biosynthesis
PWY-5038	caffeine biosynthesis II (via paraxanthine)	Biosynthesis
PWY-5039	theobromine biosynthesis I	Biosynthesis
PWY-5040	theobromine biosynthesis II (via xanthine)	Biosynthesis
PWY-5041	S-adenosyl-L-methionine salvage II	Biosynthesis
PWY-5044	purine nucleotides degradation I (plants)	Degradation
PWY-5044	purine nucleotides degradation I (plants)	Super-Pathways
PWY-5045	pinosylvin metabolism	Metabolic-Clusters
PWY-5045	pinosylvin metabolism	Biosynthesis
PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	Energy-Metabolism
PWY-5047	gibberellin biosynthesis IV (Gibberella fujikuroi)	Biosynthesis
PWY-5048	rosmarinic acid biosynthesis I	Biosynthesis
PWY-5049	rosmarinic acid biosynthesis II	Biosynthesis
PWY-5052	superpathway of gibberellin biosynthesis	Super-Pathways
PWY-5052	superpathway of gibberellin biosynthesis	Biosynthesis
PWY-5053	superpathway of gibberellin GA12 biosynthesis	Super-Pathways
PWY-5053	superpathway of gibberellin GA12 biosynthesis	Biosynthesis
PWY-5054	D-sorbitol biosynthesis I	Biosynthesis
PWY-5055	nicotinate degradation III	Degradation
PWY-5057	L-valine degradation II	Degradation
PWY-5059	pinobanksin biosynthesis	Biosynthesis
PWY-5060	luteolin biosynthesis	Biosynthesis
PWY-5061	6,7,4'-trihydroxyisoflavone biosynthesis	Biosynthesis
PWY-5062	superpathway of nicotinate degradation	Degradation
PWY-5062	superpathway of nicotinate degradation	Super-Pathways
PWY-5063	phytyl diphosphate biosynthesis	Biosynthesis
PWY-5064	chlorophyll a biosynthesis II	Biosynthesis
PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)	Biosynthesis
PWY-5068	chlorophyll cycle	Biosynthesis
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	Biosynthesis
PWY-5071	superpathway of rosmarinic acid biosynthesis	Super-Pathways
PWY-5071	superpathway of rosmarinic acid biosynthesis	Biosynthesis
PWY-5074	mevalonate degradation	Degradation
PWY-5075	L-leucine degradation II	Degradation
PWY-5076	L-leucine degradation III	Degradation
PWY-5078	L-isoleucine degradation II	Degradation
PWY-5079	L-phenylalanine degradation III	Degradation
PWY-5080	very long chain fatty acid biosynthesis I	Biosynthesis
